,assignments
SS2_16_250-2:J19_unique.bam,Hub
SS2_16_250-2:J20_unique.bam,Hub
SS2_16_250-2:J21_unique.bam,ChC
SS2_16_250-2:J22_unique.bam,Hub
SS2_16_250-2:J24_unique.bam,Hub
SS2_16_250-2:J23_unique.bam,Hub
SS2_16_250-2:K2_unique.bam,symp. neu.
SS2_16_250-2:K1_unique.bam,ChC
SS2_16_250-2:K3_unique.bam,ChC
SS2_16_250-2:K4_unique.bam,Hub
SS2_16_250-2:K6_unique.bam,none
SS2_16_250-2:K5_unique.bam,Hub
SS2_16_250-2:K7_unique.bam,Hub
SS2_16_250-2:K9_unique.bam,ChC
SS2_16_250-2:K8_unique.bam,ChC
SS2_16_250-2:K10_unique.bam,ChC
SS2_16_250-2:K12_unique.bam,symp. neu.
SS2_16_250-2:K13_unique.bam,symp. neu.
SS2_16_250-2:K11_unique.bam,symp. neu.
SS2_16_250-2:K14_unique.bam,Hub
SS2_16_250-2:K15_unique.bam,ChC
SS2_16_250-2:K16_unique.bam,Hub
SS2_16_250-2:K17_unique.bam,ChC
SS2_16_250-2:K19_unique.bam,ChC
SS2_16_250-2:K20_unique.bam,ChC
SS2_16_250-2:K21_unique.bam,symp. neu.
SS2_16_250-2:K22_unique.bam,none
SS2_16_250-2:K24_unique.bam,none
SS2_16_250-2:K23_unique.bam,symp. neu.
SS2_16_250-2:L1_unique.bam,ChC
SS2_16_250-2:L2_unique.bam,Hub
SS2_16_250-2:L3_unique.bam,ChC
SS2_16_250-2:L4_unique.bam,none
SS2_16_250-2:L5_unique.bam,ChC
SS2_16_250-2:L6_unique.bam,symp. neu.
SS2_16_250-2:L8_unique.bam,ChC
SS2_16_250-2:L7_unique.bam,ChC
SS2_16_250-2:L9_unique.bam,none
SS2_16_250-2:L10_unique.bam,Hub
SS2_16_250-2:L11_unique.bam,Hub
SS2_16_250-2:L12_unique.bam,none
SS2_16_250-2:L14_unique.bam,ChC
SS2_16_250-2:L13_unique.bam,none
SS2_16_250-2:L15_unique.bam,Hub
SS2_16_250-2:L16_unique.bam,ChC
SS2_16_250-2:L18_unique.bam,Hub
SS2_16_250-2:L17_unique.bam,symp. neu.
SS2_16_250-2:L19_unique.bam,none
SS2_16_250-2:L20_unique.bam,ChC
SS2_16_250-2:L21_unique.bam,ChC
SS2_16_250-2:L22_unique.bam,symp. neu.
SS2_16_250-2:L23_unique.bam,Hub
SS2_16_250-2:M1_unique.bam,Hub
SS2_16_250-2:L24_unique.bam,ChC
SS2_16_250-2:M2_unique.bam,Hub
SS2_16_250-2:M3_unique.bam,Hub
SS2_16_250-2:M5_unique.bam,ChC
SS2_16_250-2:M6_unique.bam,Hub
SS2_16_250-2:M4_unique.bam,ChC
SS2_16_250-2:M7_unique.bam,Hub
SS2_16_250-2:M8_unique.bam,Hub
SS2_16_250-2:M9_unique.bam,Hub
SS2_16_250-2:M10_unique.bam,symp. neu.
SS2_16_250-2:M11_unique.bam,Hub
SS2_16_250-2:M13_unique.bam,ChC
SS2_16_250-2:M12_unique.bam,none
SS2_16_250-2:M14_unique.bam,ChC
SS2_16_250-2:M15_unique.bam,ChC
SS2_16_250-2:M17_unique.bam,Hub
SS2_16_250-2:M16_unique.bam,ChC
SS2_16_250-2:M18_unique.bam,Hub
SS2_16_250-2:M19_unique.bam,ChC
SS2_16_250-2:M20_unique.bam,Hub
SS2_16_250-2:M22_unique.bam,Hub
SS2_16_250-2:M23_unique.bam,ChC
SS2_16_250-2:M21_unique.bam,Hub
SS2_16_250-2:N1_unique.bam,Hub
SS2_16_250-2:M24_unique.bam,symp. neu.
SS2_16_250-2:N2_unique.bam,symp. neu.
SS2_16_250-2:N3_unique.bam,none
SS2_16_250-2:N4_unique.bam,Hub
SS2_16_250-2:N6_unique.bam,Hub
SS2_16_250-2:N5_unique.bam,Hub
SS2_16_250-2:N7_unique.bam,symp. neu.
SS2_16_250-2:N9_unique.bam,Hub
SS2_16_250-2:N8_unique.bam,Hub
SS2_16_250-2:N10_unique.bam,symp. neu.
SS2_16_250-2:N13_unique.bam,ChC
SS2_16_250-2:N11_unique.bam,ChC
SS2_16_250-2:N12_unique.bam,Hub
SS2_16_250-2:N14_unique.bam,Hub
SS2_16_250-2:N15_unique.bam,symp. neu.
SS2_16_250-2:N16_unique.bam,Hub
SS2_16_250-2:N18_unique.bam,symp. neu.
SS2_16_250-2:N17_unique.bam,Hub
SS2_16_250-2:N19_unique.bam,ChC
SS2_16_250-2:N20_unique.bam,symp. neu.
SS2_16_250-2:N21_unique.bam,Hub
SS2_16_250-2:N22_unique.bam,symp. neu.
SS2_16_250-2:N23_unique.bam,symp. neu.
SS2_16_250-2:N24_unique.bam,Hub
SS2_16_250-2:O1_unique.bam,none
SS2_16_250-2:O2_unique.bam,ChC
SS2_16_250-2:O3_unique.bam,ChC
SS2_16_250-2:O5_unique.bam,none
SS2_16_250-2:O4_unique.bam,Hub
SS2_16_250-2:O6_unique.bam,symp. neu.
SS2_16_250-2:O7_unique.bam,none
SS2_16_250-2:O8_unique.bam,Hub
SS2_16_250-2:O9_unique.bam,Hub
SS2_16_250-2:O10_unique.bam,symp. neu.
SS2_16_250-2:O11_unique.bam,Hub
SS2_16_250-2:O12_unique.bam,Hub
SS2_16_250-2:O14_unique.bam,Hub
SS2_16_250-2:O13_unique.bam,Hub
SS2_16_250-2:O15_unique.bam,ChC
SS2_16_250-2:O18_unique.bam,Hub
SS2_16_250-2:O17_unique.bam,ChC
SS2_16_250-2:O19_unique.bam,symp. neu.
SS2_16_250-2:O20_unique.bam,ChC
SS2_16_250-2:O21_unique.bam,none
SS2_16_250-2:O22_unique.bam,Hub
SS2_16_250-2:O23_unique.bam,ChC
SS2_16_250-2:O24_unique.bam,Hub
SS2_16_250-2:P2_unique.bam,ChC
SS2_16_250-2:P3_unique.bam,Hub
SS2_16_250-2:P1_unique.bam,ChC
SS2_16_250-2:P4_unique.bam,Hub
SS2_16_250-2:P5_unique.bam,symp. neu.
SS2_16_250-2:P6_unique.bam,symp. neu.
SS2_16_250-2:P7_unique.bam,Hub
SS2_16_250-2:P8_unique.bam,ChC
SS2_16_250-2:P9_unique.bam,ChC
SS2_16_250-2:P10_unique.bam,none
SS2_16_250-2:P11_unique.bam,Hub
SS2_16_250-2:P12_unique.bam,ChC
SS2_16_250-2:P13_unique.bam,symp. neu.
SS2_16_250-2:P15_unique.bam,symp. neu.
SS2_16_250-2:P14_unique.bam,none
SS2_16_250-2:P16_unique.bam,Hub
SS2_16_250-2:P17_unique.bam,none
SS2_16_250-2:P18_unique.bam,ChC
SS2_16_250-2:P19_unique.bam,ChC
SS2_16_250-2:P21_unique.bam,ChC
SS2_16_250-2:P20_unique.bam,none
SS2_16_250-2:P22_unique.bam,none
SS2_16_250-2:P24_unique.bam,ChC
SS2_16_250-2:P23_unique.bam,ChC
SS2_16_258-2:L1_unique.bam,endo. fib.
SS2_19_342:A15_unique.bam,symp. neu.
SS2_19_342:A13_unique.bam,Hub
SS2_19_342:B4_unique.bam,none
SS2_19_342:A9_unique.bam,symp. neu.
SS2_19_342:B6_unique.bam,symp. neu.
SS2_19_342:A23_unique.bam,symp. neu.
SS2_19_342:B5_unique.bam,symp. neu.
SS2_19_342:B9_unique.bam,symp. neu.
SS2_19_342:B22_unique.bam,symp. neu.
SS2_19_342:B10_unique.bam,Hub
SS2_19_342:B7_unique.bam,Hub
SS2_19_342:B8_unique.bam,symp. neu.
SS2_19_342:B15_unique.bam,symp. neu.
SS2_19_342:B12_unique.bam,symp. neu.
SS2_19_342:B13_unique.bam,Hub
SS2_19_342:B14_unique.bam,symp. neu.
SS2_19_342:B20_unique.bam,none
SS2_19_342:B18_unique.bam,Hub
SS2_19_342:B17_unique.bam,symp. neu.
SS2_19_342:C7_unique.bam,Hub
SS2_19_342:B16_unique.bam,symp. neu.
SS2_19_342:C3_unique.bam,Hub
SS2_19_342:C9_unique.bam,ChC
SS2_19_342:C8_unique.bam,Hub
SS2_19_342:C11_unique.bam,symp. neu.
SS2_19_342:C4_unique.bam,symp. neu.
SS2_19_342:C2_unique.bam,Hub
SS2_19_342:C10_unique.bam,ChC
SS2_19_342:C5_unique.bam,symp. neu.
SS2_19_342:C13_unique.bam,symp. neu.
SS2_19_342:C15_unique.bam,Hub
SS2_19_342:C16_unique.bam,ChC
SS2_19_342:C14_unique.bam,none
SS2_19_342:C18_unique.bam,none
SS2_19_342:C17_unique.bam,symp. neu.
SS2_19_342:C22_unique.bam,none
SS2_19_342:D2_unique.bam,none
SS2_19_342:C20_unique.bam,ChC
SS2_19_342:D7_unique.bam,symp. neu.
SS2_19_342:C23_unique.bam,ChC
SS2_19_342:D4_unique.bam,ChC
SS2_19_342:D6_unique.bam,Hub
SS2_19_342:D8_unique.bam,Hub
SS2_19_342:D18_unique.bam,symp. neu.
SS2_19_342:D1_unique.bam,symp. neu.
SS2_19_342:D9_unique.bam,Hub
SS2_19_342:D11_unique.bam,symp. neu.
SS2_19_342:D14_unique.bam,none
SS2_19_342:D3_unique.bam,ChC
SS2_19_342:D13_unique.bam,Hub
SS2_19_342:D10_unique.bam,symp. neu.
SS2_19_342:D16_unique.bam,symp. neu.
SS2_19_342:D22_unique.bam,symp. neu.
SS2_19_342:D19_unique.bam,Hub
SS2_19_342:D20_unique.bam,Hub
SS2_19_342:D23_unique.bam,symp. neu.
SS2_19_342:E2_unique.bam,ChC
SS2_19_342:D24_unique.bam,Hub
SS2_19_342:E1_unique.bam,symp. neu.
SS2_19_342:E5_unique.bam,symp. neu.
SS2_19_342:E7_unique.bam,symp. neu.
SS2_19_342:E9_unique.bam,symp. neu.
SS2_19_342:E11_unique.bam,symp. neu.
SS2_19_342:E8_unique.bam,none
SS2_19_342:E10_unique.bam,Hub
SS2_19_342:E15_unique.bam,Hub
SS2_19_342:E13_unique.bam,Hub
SS2_19_342:E19_unique.bam,symp. neu.
SS2_19_342:E23_unique.bam,none
SS2_19_342:E20_unique.bam,Hub
SS2_19_342:E16_unique.bam,Hub
SS2_19_342:E18_unique.bam,symp. neu.
SS2_19_342:E21_unique.bam,Hub
SS2_19_342:E12_unique.bam,Hub
SS2_19_342:E14_unique.bam,Hub
SS2_19_342:E17_unique.bam,symp. neu.
SS2_19_342:E22_unique.bam,Hub
SS2_19_342:F4_unique.bam,symp. neu.
SS2_19_342:F6_unique.bam,symp. neu.
SS2_19_342:F3_unique.bam,Hub
SS2_19_342:F2_unique.bam,symp. neu.
SS2_19_342:F5_unique.bam,Hub
SS2_19_342:F1_unique.bam,Hub
SS2_19_342:F8_unique.bam,symp. neu.
SS2_19_342:F7_unique.bam,ChC
SS2_19_342:F10_unique.bam,symp. neu.
SS2_19_342:F12_unique.bam,symp. neu.
SS2_19_342:F9_unique.bam,ChC
SS2_19_342:F11_unique.bam,ChC
SS2_19_342:F17_unique.bam,none
SS2_19_342:F13_unique.bam,Hub
SS2_19_342:F14_unique.bam,symp. neu.
SS2_19_342:F15_unique.bam,Hub
SS2_19_342:F16_unique.bam,symp. neu.
SS2_19_342:F22_unique.bam,Hub
SS2_19_342:F18_unique.bam,Hub
SS2_19_342:F19_unique.bam,symp. neu.
SS2_19_342:F24_unique.bam,Hub
SS2_19_342:F21_unique.bam,symp. neu.
SS2_19_342:F20_unique.bam,Hub
SS2_19_342:G2_unique.bam,Hub
SS2_19_342:G1_unique.bam,symp. neu.
SS2_19_342:G4_unique.bam,none
SS2_19_342:G3_unique.bam,symp. neu.
SS2_19_342:G5_unique.bam,Hub
SS2_19_342:G6_unique.bam,Hub
SS2_19_342:G8_unique.bam,Hub
SS2_19_342:G7_unique.bam,Hub
SS2_19_342:G9_unique.bam,none
SS2_19_342:G14_unique.bam,symp. neu.
SS2_19_342:G11_unique.bam,symp. neu.
SS2_19_342:G12_unique.bam,Hub
SS2_19_342:G16_unique.bam,symp. neu.
SS2_19_342:G23_unique.bam,symp. neu.
SS2_19_342:G20_unique.bam,symp. neu.
SS2_19_342:G15_unique.bam,Hub
SS2_19_342:G18_unique.bam,Hub
SS2_19_342:G19_unique.bam,Hub
SS2_19_342:G17_unique.bam,Hub
SS2_19_342:G21_unique.bam,ChC
SS2_19_342:G24_unique.bam,symp. neu.
SS2_19_342:G22_unique.bam,symp. neu.
SS2_19_342:H2_unique.bam,symp. neu.
SS2_19_342:H1_unique.bam,Hub
SS2_19_342:H3_unique.bam,Hub
SS2_19_342:H4_unique.bam,Hub
SS2_19_342:H5_unique.bam,ChC
SS2_19_342:H6_unique.bam,symp. neu.
SS2_19_342:H7_unique.bam,symp. neu.
SS2_19_342:H9_unique.bam,symp. neu.
SS2_19_342:H10_unique.bam,symp. neu.
SS2_19_342:H12_unique.bam,Hub
SS2_19_342:H11_unique.bam,none
SS2_19_342:H14_unique.bam,symp. neu.
SS2_19_342:H23_unique.bam,Hub
SS2_19_342:H15_unique.bam,Hub
SS2_19_342:H13_unique.bam,symp. neu.
SS2_19_342:H18_unique.bam,Hub
SS2_19_342:H17_unique.bam,Hub
SS2_19_342:H19_unique.bam,symp. neu.
SS2_19_342:H20_unique.bam,Hub
SS2_19_342:H21_unique.bam,ChC
SS2_19_342:H24_unique.bam,none
SS2_19_342:I4_unique.bam,symp. neu.
SS2_19_342:H22_unique.bam,symp. neu.
SS2_19_342:I3_unique.bam,symp. neu.
SS2_19_342:I2_unique.bam,Hub
SS2_19_342:I1_unique.bam,Hub
SS2_19_342:I5_unique.bam,symp. neu.
SS2_19_342:I8_unique.bam,symp. neu.
SS2_19_342:I7_unique.bam,symp. neu.
SS2_19_342:I10_unique.bam,symp. neu.
SS2_19_342:I11_unique.bam,Hub
SS2_19_342:I9_unique.bam,none
SS2_19_342:I12_unique.bam,symp. neu.
SS2_19_342:I15_unique.bam,symp. neu.
SS2_19_342:I16_unique.bam,ChC
SS2_19_342:I14_unique.bam,none
SS2_19_342:I17_unique.bam,symp. neu.
SS2_19_342:I18_unique.bam,none
SS2_19_342:I23_unique.bam,Hub
SS2_19_342:I19_unique.bam,Hub
SS2_19_342:I22_unique.bam,Hub
SS2_19_342:I21_unique.bam,symp. neu.
SS2_19_342:J4_unique.bam,none
SS2_19_342:I24_unique.bam,Hub
SS2_19_342:J1_unique.bam,Hub
SS2_19_342:J7_unique.bam,none
SS2_19_342:J2_unique.bam,Hub
SS2_19_342:J3_unique.bam,symp. neu.
SS2_19_342:J5_unique.bam,Hub
SS2_19_342:J6_unique.bam,symp. neu.
SS2_19_342:J9_unique.bam,symp. neu.
SS2_19_342:J8_unique.bam,none
SS2_19_342:J11_unique.bam,ChC
SS2_19_342:J10_unique.bam,symp. neu.
SS2_19_342:J16_unique.bam,symp. neu.
SS2_19_342:J12_unique.bam,Hub
SS2_19_342:J13_unique.bam,Hub
SS2_19_342:J17_unique.bam,Hub
SS2_19_342:J15_unique.bam,Hub
SS2_19_342:J19_unique.bam,none
SS2_19_342:J21_unique.bam,Hub
SS2_19_342:J18_unique.bam,symp. neu.
SS2_19_342:J20_unique.bam,Hub
SS2_19_342:J22_unique.bam,Hub
SS2_19_342:J24_unique.bam,Hub
SS2_19_342:K3_unique.bam,Hub
SS2_19_342:K1_unique.bam,symp. neu.
SS2_19_342:K4_unique.bam,ChC
SS2_19_342:K5_unique.bam,symp. neu.
SS2_19_342:K6_unique.bam,Hub
SS2_19_342:K9_unique.bam,ChC
SS2_19_342:K8_unique.bam,ChC
SS2_19_342:K11_unique.bam,symp. neu.
SS2_19_342:K10_unique.bam,Hub
SS2_19_342:K14_unique.bam,Hub
SS2_19_342:K16_unique.bam,Hub
SS2_19_342:K17_unique.bam,symp. neu.
SS2_19_342:K15_unique.bam,symp. neu.
SS2_19_342:K21_unique.bam,Hub
SS2_19_342:K18_unique.bam,Hub
SS2_19_342:K23_unique.bam,Hub
SS2_19_342:K20_unique.bam,none
SS2_19_342:K19_unique.bam,Hub
SS2_19_342:K22_unique.bam,Hub
SS2_19_342:K24_unique.bam,symp. neu.
SS2_19_342:L2_unique.bam,Hub
SS2_19_342:L5_unique.bam,Hub
SS2_19_342:L1_unique.bam,symp. neu.
SS2_19_342:L4_unique.bam,symp. neu.
SS2_19_342:L6_unique.bam,Hub
SS2_19_342:L7_unique.bam,symp. neu.
SS2_19_342:L8_unique.bam,Hub
SS2_19_342:L9_unique.bam,Hub
SS2_19_342:L15_unique.bam,symp. neu.
SS2_19_342:L10_unique.bam,Hub
SS2_19_342:L12_unique.bam,Hub
SS2_19_342:L13_unique.bam,Hub
SS2_19_342:L17_unique.bam,Hub
SS2_19_342:L14_unique.bam,symp. neu.
SS2_19_342:L19_unique.bam,none
SS2_19_342:L18_unique.bam,Hub
SS2_19_342:L23_unique.bam,Hub
SS2_19_342:L16_unique.bam,symp. neu.
SS2_19_342:L20_unique.bam,Hub
SS2_19_342:L22_unique.bam,symp. neu.
SS2_19_342:L24_unique.bam,symp. neu.
SS2_19_342:L21_unique.bam,ChC
SS2_19_342:M1_unique.bam,symp. neu.
SS2_19_342:M3_unique.bam,symp. neu.
SS2_19_342:M5_unique.bam,Hub
SS2_19_342:M2_unique.bam,symp. neu.
SS2_19_342:M4_unique.bam,symp. neu.
SS2_19_342:M6_unique.bam,symp. neu.
SS2_19_342:M8_unique.bam,Hub
SS2_19_342:M9_unique.bam,symp. neu.
SS2_19_342:M11_unique.bam,ChC
SS2_19_342:M10_unique.bam,symp. neu.
SS2_19_342:M12_unique.bam,Hub
SS2_19_342:M14_unique.bam,ChC
SS2_19_342:M13_unique.bam,symp. neu.
SS2_19_342:M15_unique.bam,symp. neu.
SS2_19_342:M17_unique.bam,symp. neu.
SS2_19_342:M18_unique.bam,symp. neu.
SS2_19_342:M16_unique.bam,symp. neu.
SS2_19_342:M21_unique.bam,symp. neu.
SS2_19_342:M20_unique.bam,symp. neu.
SS2_19_342:M19_unique.bam,Hub
SS2_19_342:N3_unique.bam,Hub
SS2_19_342:M24_unique.bam,Hub
SS2_19_342:M22_unique.bam,ChC
SS2_19_342:N1_unique.bam,none
SS2_19_342:N4_unique.bam,symp. neu.
SS2_19_342:N6_unique.bam,Hub
SS2_19_342:N2_unique.bam,Hub
SS2_19_342:N5_unique.bam,Hub
SS2_19_342:N7_unique.bam,symp. neu.
SS2_19_342:N8_unique.bam,symp. neu.
SS2_19_342:N9_unique.bam,symp. neu.
SS2_19_342:N12_unique.bam,ChC
SS2_19_342:N11_unique.bam,Hub
SS2_19_342:N10_unique.bam,symp. neu.
SS2_19_342:N13_unique.bam,Hub
SS2_19_342:N16_unique.bam,symp. neu.
SS2_19_342:N17_unique.bam,symp. neu.
SS2_19_342:N18_unique.bam,Hub
SS2_19_342:N19_unique.bam,symp. neu.
SS2_19_342:N20_unique.bam,none
SS2_19_342:N21_unique.bam,symp. neu.
SS2_19_342:N24_unique.bam,ChC
SS2_19_342:O8_unique.bam,symp. neu.
SS2_19_342:O9_unique.bam,Hub
SS2_19_342:O12_unique.bam,symp. neu.
SS2_19_342:O11_unique.bam,Hub
SS2_19_342:O13_unique.bam,symp. neu.
SS2_19_342:O14_unique.bam,Hub
SS2_19_342:O16_unique.bam,symp. neu.
SS2_19_342:O18_unique.bam,symp. neu.
SS2_19_342:O23_unique.bam,symp. neu.
SS2_19_342:O17_unique.bam,Hub
SS2_19_342:O19_unique.bam,none
SS2_19_342:O20_unique.bam,symp. neu.
SS2_19_342:O21_unique.bam,symp. neu.
SS2_19_342:O22_unique.bam,Hub
SS2_19_342:P14_unique.bam,ChC
SS2_19_342:P13_unique.bam,Hub
SS2_19_342:P16_unique.bam,none
SS2_19_342:P19_unique.bam,symp. neu.
SS2_19_342:P17_unique.bam,none
SS2_19_342:P22_unique.bam,Hub
SS2_19_342:P20_unique.bam,Hub
SS2_19_342:P21_unique.bam,symp. neu.
SS2_19_344:B6_unique.bam,Hub
SS2_19_344:A7_unique.bam,symp. neu.
SS2_19_344:B2_unique.bam,symp. neu.
SS2_19_344:A21_unique.bam,symp. neu.
SS2_19_344:A2_unique.bam,ChC
SS2_19_344:A22_unique.bam,ChC
SS2_19_344:A23_unique.bam,symp. neu.
SS2_19_344:A9_unique.bam,ChC
SS2_19_344:A17_unique.bam,SC
SS2_19_344:A13_unique.bam,none
SS2_19_344:A11_unique.bam,symp. neu.
SS2_19_344:B5_unique.bam,symp. neu.
SS2_19_344:A3_unique.bam,symp. neu.
SS2_19_344:A6_unique.bam,ChC
SS2_19_344:A12_unique.bam,ChC
SS2_19_344:A10_unique.bam,symp. neu.
SS2_19_344:A1_unique.bam,none
SS2_19_344:A19_unique.bam,melanocytes
SS2_19_344:A16_unique.bam,symp. neu.
SS2_19_344:B7_unique.bam,symp. neu.
SS2_19_344:B8_unique.bam,ChC
SS2_19_344:B13_unique.bam,ChC
SS2_19_344:B10_unique.bam,symp. neu.
SS2_19_344:B9_unique.bam,symp. neu.
SS2_19_344:B18_unique.bam,ChC
SS2_19_344:B19_unique.bam,ChC
SS2_19_344:C2_unique.bam,symp. neu.
SS2_19_344:C5_unique.bam,symp. neu.
SS2_19_344:C4_unique.bam,symp. neu.
SS2_19_344:B20_unique.bam,SC
SS2_19_344:C8_unique.bam,symp. neu.
SS2_19_344:B21_unique.bam,SC
SS2_19_344:C9_unique.bam,ChC
SS2_19_344:C6_unique.bam,ChC
SS2_19_344:C11_unique.bam,Hub
SS2_19_344:C12_unique.bam,symp. neu.
SS2_19_344:B15_unique.bam,ChC
SS2_19_344:B16_unique.bam,SC
SS2_19_344:C15_unique.bam,Hub
SS2_19_344:C16_unique.bam,symp. neu.
SS2_19_344:C17_unique.bam,ChC
SS2_19_344:C23_unique.bam,Hub
SS2_19_344:C20_unique.bam,none
SS2_19_344:C19_unique.bam,symp. neu.
SS2_19_344:D7_unique.bam,SC
SS2_19_344:D4_unique.bam,symp. neu.
SS2_19_344:C22_unique.bam,none
SS2_19_344:D9_unique.bam,symp. neu.
SS2_19_344:D6_unique.bam,none
SS2_19_344:D2_unique.bam,symp. neu.
SS2_19_344:D10_unique.bam,symp. neu.
SS2_19_344:D11_unique.bam,ChC
SS2_19_344:D16_unique.bam,ChC
SS2_19_344:D17_unique.bam,symp. neu.
SS2_19_344:D21_unique.bam,ChC
SS2_19_344:D19_unique.bam,symp. neu.
SS2_19_344:D23_unique.bam,none
SS2_19_344:D20_unique.bam,ChC
SS2_19_344:E2_unique.bam,symp. neu.
SS2_19_344:E4_unique.bam,symp. neu.
SS2_19_344:E3_unique.bam,none
SS2_19_344:E6_unique.bam,ChC
SS2_19_344:E8_unique.bam,symp. neu.
SS2_19_344:E5_unique.bam,symp. neu.
SS2_19_344:E13_unique.bam,ChC
SS2_19_344:E9_unique.bam,symp. neu.
SS2_19_344:E11_unique.bam,ChC
SS2_19_344:E15_unique.bam,symp. neu.
SS2_19_344:E14_unique.bam,symp. neu.
SS2_19_344:E17_unique.bam,ChC
SS2_19_344:E20_unique.bam,none
SS2_19_344:E21_unique.bam,symp. neu.
SS2_19_344:E22_unique.bam,symp. neu.
SS2_19_344:E18_unique.bam,Hub
SS2_19_344:E23_unique.bam,symp. neu.
SS2_19_344:F6_unique.bam,ChC
SS2_19_344:F2_unique.bam,Hub
SS2_19_344:F5_unique.bam,Hub
SS2_19_344:F10_unique.bam,symp. neu.
SS2_19_344:F7_unique.bam,symp. neu.
SS2_19_344:F8_unique.bam,Hub
SS2_19_344:F9_unique.bam,Hub
SS2_19_344:F14_unique.bam,symp. neu.
SS2_19_344:F17_unique.bam,symp. neu.
SS2_19_344:F13_unique.bam,symp. neu.
SS2_19_344:F15_unique.bam,ChC
SS2_19_344:F12_unique.bam,ChC
SS2_19_344:F16_unique.bam,symp. neu.
SS2_19_344:F21_unique.bam,symp. neu.
SS2_19_344:F18_unique.bam,symp. neu.
SS2_19_344:F20_unique.bam,symp. neu.
SS2_19_344:G4_unique.bam,symp. neu.
SS2_19_344:G3_unique.bam,symp. neu.
SS2_19_344:G5_unique.bam,SC
SS2_19_344:G1_unique.bam,ChC
SS2_19_344:G6_unique.bam,ChC
SS2_19_344:G7_unique.bam,Hub
SS2_19_344:G8_unique.bam,ChC
SS2_19_344:G9_unique.bam,ChC
SS2_19_344:G12_unique.bam,Hub
SS2_19_344:G11_unique.bam,symp. neu.
SS2_19_344:H4_unique.bam,symp. neu.
SS2_19_344:G16_unique.bam,symp. neu.
SS2_19_344:G20_unique.bam,symp. neu.
SS2_19_344:G22_unique.bam,symp. neu.
SS2_19_344:G15_unique.bam,Hub
SS2_19_344:H2_unique.bam,none
SS2_19_344:G21_unique.bam,ChC
SS2_19_344:H7_unique.bam,ChC
SS2_19_344:H8_unique.bam,Hub
SS2_19_344:H11_unique.bam,symp. neu.
SS2_19_344:H10_unique.bam,ChC
SS2_19_344:H13_unique.bam,ChC
SS2_19_344:H15_unique.bam,none
SS2_19_344:H14_unique.bam,none
SS2_19_344:H17_unique.bam,ChC
SS2_19_344:H21_unique.bam,ChC
SS2_19_344:H18_unique.bam,ChC
SS2_19_344:H16_unique.bam,symp. neu.
SS2_19_344:H20_unique.bam,Hub
SS2_19_344:H23_unique.bam,ChC
SS2_19_344:H22_unique.bam,symp. neu.
SS2_19_344:I2_unique.bam,symp. neu.
SS2_19_344:I4_unique.bam,symp. neu.
SS2_19_344:I3_unique.bam,symp. neu.
SS2_19_344:I5_unique.bam,symp. neu.
SS2_19_344:I7_unique.bam,symp. neu.
SS2_19_344:I6_unique.bam,symp. neu.
SS2_19_344:I9_unique.bam,symp. neu.
SS2_19_344:I8_unique.bam,symp. neu.
SS2_19_344:I11_unique.bam,ChC
SS2_19_344:I13_unique.bam,none
SS2_19_344:I15_unique.bam,symp. neu.
SS2_19_344:I14_unique.bam,Hub
SS2_19_344:I16_unique.bam,ChC
SS2_19_344:I17_unique.bam,ChC
SS2_19_344:I18_unique.bam,ChC
SS2_19_344:I19_unique.bam,ChC
SS2_19_344:I20_unique.bam,ChC
SS2_19_344:I21_unique.bam,symp. neu.
SS2_19_344:J4_unique.bam,symp. neu.
SS2_19_344:J2_unique.bam,Hub
SS2_19_344:I23_unique.bam,symp. neu.
SS2_19_344:J1_unique.bam,ChC
SS2_19_344:J3_unique.bam,ChC
SS2_19_344:J7_unique.bam,Hub
SS2_19_344:J5_unique.bam,symp. neu.
SS2_19_344:J14_unique.bam,symp. neu.
SS2_19_344:J8_unique.bam,ChC
SS2_19_344:J9_unique.bam,symp. neu.
SS2_19_344:J10_unique.bam,ChC
SS2_19_344:J12_unique.bam,Hub
SS2_19_344:J15_unique.bam,symp. neu.
SS2_19_344:J6_unique.bam,Hub
SS2_19_344:J13_unique.bam,Hub
SS2_19_344:J11_unique.bam,symp. neu.
SS2_19_344:J16_unique.bam,symp. neu.
SS2_19_344:J17_unique.bam,ChC
SS2_19_344:J23_unique.bam,symp. neu.
SS2_19_344:J22_unique.bam,symp. neu.
SS2_19_344:J20_unique.bam,symp. neu.
SS2_19_344:K1_unique.bam,ChC
SS2_19_344:K2_unique.bam,symp. neu.
SS2_19_344:K7_unique.bam,ChC
SS2_19_344:K10_unique.bam,SC
SS2_19_344:K8_unique.bam,none
SS2_19_344:K11_unique.bam,Hub
SS2_19_344:K15_unique.bam,SC
SS2_19_344:K16_unique.bam,SC
SS2_19_344:K14_unique.bam,Hub
SS2_19_344:K18_unique.bam,ChC
SS2_19_344:K13_unique.bam,Hub
SS2_19_344:K19_unique.bam,symp. neu.
SS2_19_344:K20_unique.bam,symp. neu.
SS2_19_344:K21_unique.bam,symp. neu.
SS2_19_344:K22_unique.bam,symp. neu.
SS2_19_344:K17_unique.bam,symp. neu.
SS2_19_344:L2_unique.bam,ChC
SS2_19_344:L4_unique.bam,none
SS2_19_344:L5_unique.bam,enteric neu.
SS2_19_344:L6_unique.bam,ChC
SS2_19_344:L8_unique.bam,symp. neu.
